Company,Symbol,Industry,Identifier,Indices,Currency,Trading,urls
Greenway Greenhouse Cannabis Corporation,GWAY,Life Sciences,Cannabis,CSE25,CAD,2021-09-21 04:00:00,https://thecse.com/en/listings/life-sciences/greenway-greenhouse-cannabis-corporation
Grown Rogue International Inc.,GRIN,Life Sciences,US Cannabis,CSE Composite,CAD,2018-11-26 05:00:00,https://thecse.com/en/listings/life-sciences/grown-rogue-international-inc
Happy Gut Brands Limited. (formerly was HAPY/Happy Supplements Inc. until 2021-12-07),HAPY,Life Sciences,,CSE Composite,CAD,2020-12-14 05:00:00,https://thecse.com/en/listings/life-sciences/happy-gut-brands-limited-(formerly-was-hapy/happy-supplements-inc-until-2021-12-07)
Harborside Inc.,HBOR,Life Sciences,US Cannabis,CSE Composite,CAD,2019-06-10 04:00:00,https://thecse.com/en/listings/life-sciences/harborside-inc
Harrys Manufacturing Inc.,HARY,Diversified Industries,,CSE Composite,CAD,2018-10-22 04:00:00,https://thecse.com/en/listings/diversified-industries/harrys-manufacturing-inc
HAVN Life Sciences Inc.,HAVN,Life Sciences,,CSE Composite,CAD,2020-09-08 04:00:00,https://thecse.com/en/listings/life-sciences/havn-life-sciences-inc
Hawkmoon Resources Corp.,HM,Mining,,CSE Composite,CAD,2021-04-19 04:00:00,https://thecse.com/en/listings/mining/hawkmoon-resources-corp
Headwater Gold Inc.,HWG,Mining,,CSE Composite,CAD,2021-06-08 04:00:00,https://thecse.com/en/listings/mining/headwater-gold-inc
HealthSpace Data Systems Ltd.,HS,Technology,,CSE Composite,CAD,2015-11-30 05:00:00,https://thecse.com/en/listings/technology/healthspace-data-systems-ltd
HealthSpace Data Systems Ltd. 4FEB2024 Warrants,HS.WT,Technology,,,CAD,2022-02-07 05:00:00,https://thecse.com/en/listings/technology/healthspace-data-systems-ltd-4feb2024-warrants
Hello Pal International Inc.,HP,Technology,,CSE Composite,CAD,2016-05-13 04:00:00,https://thecse.com/en/listings/technology/hello-pal-international-inc
Hemp for Health Inc.,HFH,Life Sciences,Cannabis,,CAD,2019-11-21 05:00:00,https://thecse.com/en/listings/life-sciences/hemp-for-health-inc
Hempsana Holdings Ltd.,HMPS,Life Sciences,Cannabis,,CAD,2021-07-15 04:00:00,https://thecse.com/en/listings/life-sciences/hempsana-holdings-ltd
Heritage Cannabis Holdings Corp.,CANN,Life Sciences,Cannabis,,CAD,2018-01-10 05:00:00,https://thecse.com/en/listings/life-sciences/heritage-cannabis-holdings-corp
Heritage Cannabis Holdings Corp. 17MAR2023 Warrants,CANN.WT.A,Life Sciences,Cannabis,,CAD,2021-03-17 04:00:00,https://thecse.com/en/listings/life-sciences/heritage-cannabis-holdings-corp-17mar2023-warrants
Hi-View Resources Inc,HVW,Mining,,,CAD,2022-01-28 05:00:00,https://thecse.com/en/listings/mining/hi-view-resources-inc
High Fusion Inc (formerly was EAT/Nutritional High International Inc. until 2021-11-10),FUZN,Life Sciences,US Cannabis,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/life-sciences/high-fusion-inc-(formerly-was-eat/nutritional-high-international-inc-until-2021-11-10)
High Tide Resources Corp.,HTRC,Mining,,,CAD,2022-02-25 05:00:00,https://thecse.com/en/listings/mining/high-tide-resources-corp
Highlander Silver Corp.,HSLV,Mining,,CSE Composite,CAD,2021-08-17 04:00:00,https://thecse.com/en/listings/mining/highlander-silver-corp
Hillcrest Energy Technologies Ltd. (formerly was HEAT/Hillcrest Petroleum Ltd. until 2021-04-08),HEAT,Technology,,CSE Composite,CAD,2021-03-31 04:00:00,https://thecse.com/en/listings/technology/hillcrest-energy-technologies-ltd-(formerly-was-heat/hillcrest-petroleum-ltd-until-2021-04-08)
Humble & Fume Inc,HMBL,Life Sciences,Cannabis,CSE Composite,CAD,2021-06-16 04:00:00,https://thecse.com/en/listings/life-sciences/humble-&-fume-inc
Humble & Fume Inc. 14JUNE2024 Warrants,HMBL.WT,Life Sciences,Cannabis,,CAD,2021-07-27 04:00:00,https://thecse.com/en/listings/life-sciences/humble-&-fume-inc-14june2024-warrants
Hydrograph Clean Power Inc,HG,Technology,,CSE Composite,CAD,2021-12-02 05:00:00,https://thecse.com/en/listings/technology/hydrograph-clean-power-inc
HYTN Innovations Inc,HYTN,Life Sciences,,,CAD,2022-02-22 05:00:00,https://thecse.com/en/listings/life-sciences/hytn-innovations-inc
I3 Interactive Inc. (formerly was BETS/Interactive Games Technologies Inc until 2021-05-20),BETS,Technology,,CSE Composite,CAD,2020-07-02 04:00:00,https://thecse.com/en/listings/technology/i3-interactive-inc-(formerly-was-bets/interactive-games-technologies-inc-until-2021-05-20)
I3 Interactive Inc. - 29JUN2022 Warrants (formerly was BETS.WT/I3 Interactive Inc. until 2022-03-23),BETS.WT,Technology,,,CAD,2020-08-24 04:00:00,https://thecse.com/en/listings/technology/i3-interactive-inc---29jun2022-warrants-(formerly-was-betswt/i3-interactive-inc-until-2022-03-23)
iAnthus Capital Holdings Inc.,IAN,Life Sciences,US Cannabis,CSE Composite,CAD,2016-09-07 04:00:00,https://thecse.com/en/listings/life-sciences/ianthus-capital-holdings-inc
IC Capitalight Corp.,IC,Diversified Industries,,CSE Composite,CAD,2019-10-03 04:00:00,https://thecse.com/en/listings/diversified-industries/ic-capitalight-corp
Icanic Brands Company Inc,ICAN,Life Sciences,Cannabis,,CAD,2018-06-08 04:00:00,https://thecse.com/en/listings/life-sciences/icanic-brands-company-inc
ICEsoft Technologies Canada Corp.,ISFT,Technology,,CSE Composite,CAD,2019-06-05 04:00:00,https://thecse.com/en/listings/technology/icesoft-technologies-canada-corp
Idaho Champion Gold Mines Canada Inc.,ITKO,Mining,,CSE Composite,CAD,2018-09-27 04:00:00,https://thecse.com/en/listings/mining/idaho-champion-gold-mines-canada-inc
IGEN Networks Corp.,IGN,Technology,,CSE Composite,CAD,2015-09-09 04:00:00,https://thecse.com/en/listings/technology/igen-networks-corp
"Ignite International Brands, Ltd.S.V.",BILZ,Life Sciences,US Cannabis,CSE Composite,CAD,2019-06-04 04:00:00,"https://thecse.com/en/listings/life-sciences/ignite-international-brands,-ltdsv"
Ikanik Farms Inc,IKNK.U,Life Sciences,US Cannabis,,USD,2021-04-06 04:00:00,https://thecse.com/en/listings/life-sciences/ikanik-farms-inc
IM Cannabis Corp.,IMCC,Life Sciences,Cannabis,CSE25,CAD,2019-11-05 05:00:00,https://thecse.com/en/listings/life-sciences/im-cannabis-corp
Imagin Medical Inc.,IME,Technology,,,CAD,2016-02-24 05:00:00,https://thecse.com/en/listings/technology/imagin-medical-inc
ImagineAR Inc.,IP,Diversified Industries,Blockchain,CSE Composite,CAD,2016-05-10 04:00:00,https://thecse.com/en/listings/diversified-industries/imaginear-inc
Indigenous Bloom Hemp Corp.,IBH,Life Sciences,Cannabis,CSE Composite,CAD,2021-12-10 05:00:00,https://thecse.com/en/listings/life-sciences/indigenous-bloom-hemp-corp
INDVR Brands Inc.,IDVR,Life Sciences,US Cannabis,,CAD,2019-02-26 05:00:00,https://thecse.com/en/listings/life-sciences/indvr-brands-inc
Infinity Stone Ventures Corp (formerly was HELP/Contakt World Technologies Corp. until 2022-03-29),GEMS,,,CSE Composite,CAD,2021-07-19 04:00:00,
Inflection Resources Ltd.,AUCU,Mining,,CSE Composite,CAD,2020-07-21 04:00:00,https://thecse.com/en/listings/mining/inflection-resources-ltd
InnoCan Pharma Corporation,INNO,Life Sciences,Cannabis,CSE Composite,CAD,2019-09-25 04:00:00,https://thecse.com/en/listings/life-sciences/innocan-pharma-corporation
Intellabridge Technology Corporation (formerly was INTL/Intellabridge Technology Corporation until 2021-10-28),KASH,Technology,Blockchain,CSE Composite,CAD,2018-03-12 04:00:00,https://thecse.com/en/listings/technology/intellabridge-technology-corporation-(formerly-was-intl/intellabridge-technology-corporation-until-2021-10-28)
International Battery Metals Ltd.,IBAT,Mining,,CSE25,CAD,2015-09-17 04:00:00,https://thecse.com/en/listings/mining/international-battery-metals-ltd
International Cobalt Corp,CO,Mining,,,CAD,2016-05-03 04:00:00,https://thecse.com/en/listings/mining/international-cobalt-corp
Interra Copper Corp (formerly was IMCX/IMC International Mining Corp. until 2021-05-28),IMCX,Mining,,CSE Composite,CAD,2019-09-24 04:00:00,https://thecse.com/en/listings/mining/interra-copper-corp-(formerly-was-imcx/imc-international-mining-corp-until-2021-05-28)
Ionic Brands Corp.,IONC,Life Sciences,US Cannabis,,CAD,2019-04-02 04:00:00,https://thecse.com/en/listings/life-sciences/ionic-brands-corp
Ionic Brands Corp. 2MAR2026 Warrants,IONC.WT,Life Sciences,,,CAD,2021-07-05 04:00:00,https://thecse.com/en/listings/life-sciences/ionic-brands-corp-2mar2026-warrants
Irving Resources Inc.,IRV,Mining,,CSE Composite,CAD,2015-12-23 05:00:00,https://thecse.com/en/listings/mining/irving-resources-inc
Irwin Naturals Inc (formerly was IWIN.U/Irwin Naturals Inc until 2021-08-24),IWIN,Life Sciences,,,CAD,2021-08-17 04:00:00,https://thecse.com/en/listings/life-sciences/irwin-naturals-inc-(formerly-was-iwinu/irwin-naturals-inc-until-2021-08-24)
Isracann Biosciences Inc.,IPOT,Life Sciences,Cannabis,CSE Composite,CAD,2019-10-17 04:00:00,https://thecse.com/en/listings/life-sciences/isracann-biosciences-inc
Ivor Exploration Inc.,IVOR,Mining,,CSE Composite,CAD,2020-06-30 04:00:00,https://thecse.com/en/listings/mining/ivor-exploration-inc
Izotropic Corporation,IZO,Life Sciences,,CSE Composite,CAD,2018-06-04 04:00:00,https://thecse.com/en/listings/life-sciences/izotropic-corporation
James Bay Resources Limited,JBR,Oil and Gas,,CSE Composite,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/oil-and-gas/james-bay-resources-limited
Jones Soda Co,JSDA,Diversified Industries,,CSE Composite,CAD,2022-02-18 05:00:00,https://thecse.com/en/listings/diversified-industries/jones-soda-co
Jushi Holdings Inc. Class B Subordinate Voting Shares,JUSH,Life Sciences,US Cannabis,CSE25,CAD,2019-12-09 05:00:00,https://thecse.com/en/listings/life-sciences/jushi-holdings-inc-class-b-subordinate-voting-shares
Jushi Holdings Inc.10% 15JAN23,JUSH.DB.U,Life Sciences,US Cannabis,,USD,2020-12-01 05:00:00,https://thecse.com/en/listings/life-sciences/jushi-holdings-inc10%-15jan23
Juva Life Inc.,JUVA,Life Sciences,US Cannabis,CSE Composite,CAD,2020-11-17 05:00:00,https://thecse.com/en/listings/life-sciences/juva-life-inc
Kings Entertainment Group Inc.,JKPT,Diversified Industries,,,CAD,2022-01-24 05:00:00,https://thecse.com/en/listings/diversified-industries/kings-entertainment-group-inc
Kingsview Minerals Ltd.,KVM,Mining,,,CAD,2022-02-24 05:00:00,https://thecse.com/en/listings/mining/kingsview-minerals-ltd
Koios Beverage Corp. (formerly was KBEV/Koios Beverage Corp. until 2021-10-15),FIT,Life Sciences,,CSE Composite,CAD,2018-05-01 04:00:00,https://thecse.com/en/listings/life-sciences/koios-beverage-corp-(formerly-was-kbev/koios-beverage-corp-until-2021-10-15)
Komo Plant Based Foods Inc.,YUM,Life Sciences,,CSE Composite,CAD,2021-06-08 04:00:00,https://thecse.com/en/listings/life-sciences/komo-plant-based-foods-inc
Kuya Silver Corporation,KUYA,Mining,,CSE Composite,CAD,2020-10-07 04:00:00,https://thecse.com/en/listings/mining/kuya-silver-corporation
KWG Resources Inc.,KWG,Mining,,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/mining/kwg-resources-inc
KWG Resources Inc. MVS,KWG.A,Mining,,,CAD,2017-04-28 04:00:00,https://thecse.com/en/listings/mining/kwg-resources-inc-mvs
La Imperial Resources Inc.,LAI,Mining,,,CAD,2015-09-03 04:00:00,https://thecse.com/en/listings/mining/la-imperial-resources-inc
Labrador Uranium Inc,LUR,Mining,,CSE Composite,CAD,2022-03-03 05:00:00,https://thecse.com/en/listings/mining/labrador-uranium-inc
Lanebury Growth Capital Ltd.,LLL,Diversified Industries,,,CAD,2017-11-21 05:00:00,https://thecse.com/en/listings/diversified-industries/lanebury-growth-capital-ltd
LeanLife Health Inc.,LLP,Diversified Industries,,CSE Composite,CAD,2015-12-03 05:00:00,https://thecse.com/en/listings/diversified-industries/leanlife-health-inc
Legible Inc.,READ,Technology,,CSE Composite,CAD,2021-12-01 05:00:00,https://thecse.com/en/listings/technology/legible-inc
Leocor Gold Inc.,LECR,Mining,,CSE Composite,CAD,2019-06-21 04:00:00,https://thecse.com/en/listings/mining/leocor-gold-inc
Leopard Lake Gold Corp.,LP,Mining,,,CAD,2021-10-06 04:00:00,https://thecse.com/en/listings/mining/leopard-lake-gold-corp
Level 14 Ventures Ltd.,LVL,Mining,,CSE Composite,CAD,2020-12-14 05:00:00,https://thecse.com/en/listings/mining/level-14-ventures-ltd
Leviathan Natural Products Inc.,EPIC,Life Sciences,Cannabis,CSE Composite,CAD,2018-01-23 05:00:00,https://thecse.com/en/listings/life-sciences/leviathan-natural-products-inc
Levitee Labs Inc.,LVT,Life Sciences,,CSE Composite,CAD,2021-07-21 04:00:00,https://thecse.com/en/listings/life-sciences/levitee-labs-inc
Lexston Life Sciences Corp.,LEXT,Life Sciences,,CSE Composite,CAD,2021-06-25 04:00:00,https://thecse.com/en/listings/life-sciences/lexston-life-sciences-corp
Li-Metal Corp.,LIM,CleanTech,,CSE25,CAD,2021-11-03 04:00:00,https://thecse.com/en/listings/cleantech/li-metal-corp
Lida Resources Inc.,LIDA,Mining,,,CAD,2020-05-28 04:00:00,https://thecse.com/en/listings/mining/lida-resources-inc
Liquid Avatar Technologies Inc.,LQID,Technology,,CSE Composite,CAD,2020-06-10 04:00:00,https://thecse.com/en/listings/technology/liquid-avatar-technologies-inc
Lobe Sciences Ltd.,LOBE,Life Sciences,,CSE Composite,CAD,2019-06-07 04:00:00,https://thecse.com/en/listings/life-sciences/lobe-sciences-ltd
Lords & Company Worldwide Holdings Inc.,LRDS,Life Sciences,Cannabis,,CAD,2020-05-04 04:00:00,https://thecse.com/en/listings/life-sciences/lords-&-company-worldwide-holdings-inc
Lotus Ventures Inc.,J,Life Sciences,Cannabis,CSE Composite,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/life-sciences/lotus-ventures-inc
Love Pharma Inc.,LUV,Life Sciences,,CSE Composite,CAD,2021-09-30 04:00:00,https://thecse.com/en/listings/life-sciences/love-pharma-inc
Lowell Farms Inc.,LOWL,Life Sciences,US Cannabis,CSE Composite,CAD,2019-04-30 04:00:00,https://thecse.com/en/listings/life-sciences/lowell-farms-inc
Lowell Farms Inc. Wts.,LOWL.WT,Life Sciences,US Cannabis,,CAD,2020-12-21 05:00:00,https://thecse.com/en/listings/life-sciences/lowell-farms-inc-wts
Luff Enterprises Ltd.,LUFF,Life Sciences,US Cannabis,CSE Composite,CAD,2018-08-09 04:00:00,https://thecse.com/en/listings/life-sciences/luff-enterprises-ltd
Luxxfolio Holdings Inc.,LUXX,Technology,Blockchain,CSE Composite,CAD,2019-05-06 04:00:00,https://thecse.com/en/listings/technology/luxxfolio-holdings-inc
Lynx Global Digital Finance Corporation (formerly was CNNA/CannaOne Technologies Inc until 2021-04-16),LYNX,Technology,,CSE Composite,CAD,2018-11-21 05:00:00,https://thecse.com/en/listings/technology/lynx-global-digital-finance-corporation-(formerly-was-cnna/cannaone-technologies-inc-until-2021-04-16)
Makara Mining Corp.,MAKA,Mining,,,CAD,2020-05-04 04:00:00,https://thecse.com/en/listings/mining/makara-mining-corp
ManifestSeven Holdings Corporation,MSVN,Life Sciences,US Cannabis,,CAD,2020-09-30 04:00:00,https://thecse.com/en/listings/life-sciences/manifestseven-holdings-corporation
Manning Ventures Inc.,MANN,Mining,,CSE Composite,CAD,2019-10-25 04:00:00,https://thecse.com/en/listings/mining/manning-ventures-inc
Maple Leaf Green World Inc.,MGW,Life Sciences,US Cannabis,,CAD,2021-06-01 04:00:00,https://thecse.com/en/listings/life-sciences/maple-leaf-green-world-inc
Marble Financial Inc.,MRBL,Diversified Industries,,CSE Composite,CAD,2019-03-21 04:00:00,https://thecse.com/en/listings/diversified-industries/marble-financial-inc
Marret High Yield Strategies Fund A,MHY.UN,Diversified Industries,,CSE Composite,CAD,2016-06-28 04:00:00,https://thecse.com/en/listings/diversified-industries/marret-high-yield-strategies-fund-a
Marret Multi-Strategy Income Fund A,MMF.UN,Diversified Industries,,,CAD,2016-06-28 04:00:00,https://thecse.com/en/listings/diversified-industries/marret-multi-strategy-income-fund-a
Mary Agrotechnologies Inc,MARY,Life Sciences,,CSE Composite,CAD,2021-05-20 04:00:00,https://thecse.com/en/listings/life-sciences/mary-agrotechnologies-inc
Maven Brands Inc (formerly was MJ/True Leaf Brands Inc. until 2021-10-29),MJ,Life Sciences,Cannabis,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/life-sciences/maven-brands-inc-(formerly-was-mj/true-leaf-brands-inc-until-2021-10-29)
Max Power Mining Corp,MAXX,Mining,,,CAD,2022-02-16 05:00:00,https://thecse.com/en/listings/mining/max-power-mining-corp
McLaren Resources Inc.,MCL,Mining,,,CAD,2015-11-20 05:00:00,https://thecse.com/en/listings/mining/mclaren-resources-inc
Medaro Mining Corp.,MEDA,Mining,,CSE Composite,CAD,2021-04-07 04:00:00,https://thecse.com/en/listings/mining/medaro-mining-corp
Medcolcanna Organics Inc.,MCCN,Life Sciences,,,CAD,2021-12-30 05:00:00,https://thecse.com/en/listings/life-sciences/medcolcanna-organics-inc
Media Central Corporation Inc,FLYY,Diversified Industries,,,CAD,2019-10-28 04:00:00,https://thecse.com/en/listings/diversified-industries/media-central-corporation-inc
MedMen Enterprises Inc. Class B Subordinate Voting Shares,MMEN,Life Sciences,US Cannabis,CSE Composite,CAD,2018-05-29 04:00:00,https://thecse.com/en/listings/life-sciences/medmen-enterprises-inc-class-b-subordinate-voting-shares
MegaWatt Lithium and Battery Metals Corp.,MEGA,Mining,,CSE Composite,CAD,2019-07-31 04:00:00,https://thecse.com/en/listings/mining/megawatt-lithium-and-battery-metals-corp
MegumaGold Corp,NSAU,Mining,,CSE Composite,CAD,2018-01-19 05:00:00,https://thecse.com/en/listings/mining/megumagold-corp
Meryllion Resources Corporation (formerly was MYR.X/Meryllion Resources Corporation until 2021-12-02),MYR,Mining,,,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/mining/meryllion-resources-corporation-(formerly-was-myrx/meryllion-resources-corporation-until-2021-12-02)
Metallica Metals Corp,MM,Mining,,CSE Composite,CAD,2020-06-16 04:00:00,https://thecse.com/en/listings/mining/metallica-metals-corp
Metalo Manufacturing Inc.,MMI,Diversified Industries,,,CAD,2015-12-17 05:00:00,https://thecse.com/en/listings/diversified-industries/metalo-manufacturing-inc
Metamaterial Exchangeco Inc,MMAX,Technology,,CSE25,CAD,2021-06-29 04:00:00,https://thecse.com/en/listings/technology/metamaterial-exchangeco-inc
MGX Minerals Inc.,XMG,Mining,,,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/mining/mgx-minerals-inc
Mich Resources Ltd,MICH,Mining,,,CAD,2019-06-19 04:00:00,https://thecse.com/en/listings/mining/mich-resources-ltd
Micromem Technologies Inc.,MRM,Technology,,CSE Composite,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/technology/micromem-technologies-inc
Mijem Newcomm Tech Inc.,MJEM,Technology,,,CAD,2022-01-10 05:00:00,https://thecse.com/en/listings/technology/mijem-newcomm-tech-inc
Mind Cure Health Inc.,MCUR,Life Sciences,,CSE Composite,CAD,2020-09-21 04:00:00,https://thecse.com/en/listings/life-sciences/mind-cure-health-inc
Mind Cure Health Inc. Warrants,MCUR.WT,Life Sciences,,,CAD,2021-02-11 05:00:00,https://thecse.com/en/listings/life-sciences/mind-cure-health-inc-warrants
Mindset Pharma Inc.,MSET,Life Sciences,,CSE Composite,CAD,2020-12-23 05:00:00,https://thecse.com/en/listings/life-sciences/mindset-pharma-inc
Mindset Pharma Inc.15APR2024 Wts.,MSET.WT,Life Sciences,,,CAD,2021-04-16 04:00:00,https://thecse.com/en/listings/life-sciences/mindset-pharma-inc15apr2024-wts
Minera IRL Limited,MIRL,Mining,,CSE Composite,CAD,2017-02-03 05:00:00,https://thecse.com/en/listings/mining/minera-irl-limited
Mistango River Resources Inc.,MIS,Mining,,CSE Composite,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/mining/mistango-river-resources-inc
MLK Gold Ltd,MLK,Mining,,,CAD,2021-10-29 04:00:00,https://thecse.com/en/listings/mining/mlk-gold-ltd
Mobilum Technologies Inc. (formerly was TECX/TechX Technologies Inc until 2021-07-20),MBLM,Technology,Blockchain,CSE Composite,CAD,2018-06-11 04:00:00,https://thecse.com/en/listings/technology/mobilum-technologies-inc-(formerly-was-tecx/techx-technologies-inc-until-2021-07-20)
Modern Plant Based Foods Inc.,MEAT,Diversified Industries,,CSE Composite,CAD,2020-06-30 04:00:00,https://thecse.com/en/listings/diversified-industries/modern-plant-based-foods-inc
Mojave Brands Inc. (formerly was JANE/Mojave Jane Brands Inc. until 2021-04-01),MOJO,Life Sciences,Cannabis,,CAD,2017-09-15 04:00:00,https://thecse.com/en/listings/life-sciences/mojave-brands-inc-(formerly-was-jane/mojave-jane-brands-inc-until-2021-04-01)
Molecule Holdings Inc.,MLCL,Life Sciences,Cannabis,CSE Composite,CAD,2020-09-17 04:00:00,https://thecse.com/en/listings/life-sciences/molecule-holdings-inc
Mongoose Mining Ltd.,MNG,Mining,,,CAD,2021-11-22 05:00:00,https://thecse.com/en/listings/mining/mongoose-mining-ltd
Montego Resources Inc.,MY.X,Mining,,,CAD,2015-11-27 05:00:00,https://thecse.com/en/listings/mining/montego-resources-inc
Monterey Minerals Inc.,MREY,Mining,,CSE Composite,CAD,2019-02-05 05:00:00,https://thecse.com/en/listings/mining/monterey-minerals-inc
Mosaic Minerals Corp.,MOC,Mining,,CSE Composite,CAD,2020-11-16 05:00:00,https://thecse.com/en/listings/mining/mosaic-minerals-corp
Mountain Valley MD Holdings Inc.,MVMD,Life Sciences,,CSE Composite,CAD,2020-03-02 05:00:00,https://thecse.com/en/listings/life-sciences/mountain-valley-md-holdings-inc
MPX International Corporation,MPXI,Life Sciences,Cannabis,CSE Composite,CAD,2019-02-04 05:00:00,https://thecse.com/en/listings/life-sciences/mpx-international-corporation
Musk Metals Corp,MUSK,Mining,,,CAD,2018-06-28 04:00:00,https://thecse.com/en/listings/mining/musk-metals-corp
MustGrow Biologics Corp.,MGRO,Life Sciences,,CSE25,CAD,2019-07-10 04:00:00,https://thecse.com/en/listings/life-sciences/mustgrow-biologics-corp
Muzhu Mining Ltd.,MUZU,Mining,,,CAD,2021-11-11 05:00:00,https://thecse.com/en/listings/mining/muzhu-mining-ltd
MYND Life Sciences Inc.,MYND,Life Sciences,,CSE Composite,CAD,2021-05-26 04:00:00,https://thecse.com/en/listings/life-sciences/mynd-life-sciences-inc
MyndTec Inc.,MYTC,Life Sciences,,,CAD,2022-02-24 05:00:00,https://thecse.com/en/listings/life-sciences/myndtec-inc
Myriad Metals Corp.,MMC,Mining,,,CAD,2019-11-05 05:00:00,https://thecse.com/en/listings/mining/myriad-metals-corp
Nabati Foods Global Inc.,MEAL,Diversified Industries,,CSE Composite,CAD,2021-10-04 04:00:00,https://thecse.com/en/listings/diversified-industries/nabati-foods-global-inc
NameSilo Technologies Corp.,URL,Technology,,CSE Composite,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/technology/namesilo-technologies-corp
NanoSphere Health Sciences Inc.,NSHS,Life Sciences,US Cannabis,,CAD,2017-12-05 05:00:00,https://thecse.com/en/listings/life-sciences/nanosphere-health-sciences-inc
Nass Valley Gateway Ltd.,NVG,Life Sciences,US Cannabis,CSE Composite,CAD,2019-03-29 04:00:00,https://thecse.com/en/listings/life-sciences/nass-valley-gateway-ltd
Nation Gold Corp,NATN,Mining,,,CAD,2022-01-04 05:00:00,https://thecse.com/en/listings/mining/nation-gold-corp
nDatalyze Corp. (formerly was MXT/MedXtractor Corp. until 2021-10-21),NDAT,Life Sciences,,CSE Composite,CAD,2019-10-24 04:00:00,https://thecse.com/en/listings/life-sciences/ndatalyze-corp-(formerly-was-mxt/medxtractor-corp-until-2021-10-21)
Neonmind Biosciences Inc,NEON,Life Sciences,,CSE Composite,CAD,2021-01-04 05:00:00,https://thecse.com/en/listings/life-sciences/neonmind-biosciences-inc
Nepra Foods Inc.,NPRA,Diversified Industries,,CSE Composite,CAD,2021-09-20 04:00:00,https://thecse.com/en/listings/diversified-industries/nepra-foods-inc
Nepra Foods Inc. Warrants,NPRA.WT,Diversified Industries,,,CAD,2022-03-30 04:00:00,https://thecse.com/en/listings/diversified-industries/nepra-foods-inc-warrants
Nerds On Site Inc.,NERD,Technology,,CSE Composite,CAD,2018-11-28 05:00:00,https://thecse.com/en/listings/technology/nerds-on-site-inc
NetCents Technology Inc.,NC,Technology,Blockchain,,CAD,2016-03-09 05:00:00,https://thecse.com/en/listings/technology/netcents-technology-inc
Netcoins Holdings Inc.,NETC.X,Technology,,,CAD,2018-03-14 04:00:00,https://thecse.com/en/listings/technology/netcoins-holdings-inc
Nevada Lithium Resources Inc.,NVLH,Mining,,CSE Composite,CAD,2021-09-29 04:00:00,https://thecse.com/en/listings/mining/nevada-lithium-resources-inc
New Leaf Ventures Inc.,NLV,Life Sciences,Cannabis,CSE Composite,CAD,2020-05-01 04:00:00,https://thecse.com/en/listings/life-sciences/new-leaf-ventures-inc
New Tech Minerals Corp.,NTM,Mining,,,CAD,2015-09-01 04:00:00,https://thecse.com/en/listings/mining/new-tech-minerals-corp
New Wave Holdings Corp.,SPOR,Technology,,CSE Composite,CAD,2019-10-28 04:00:00,https://thecse.com/en/listings/technology/new-wave-holdings-corp
New Wave Holdings Corp. Wts.,SPOR.WT,Technology,,,CAD,2019-10-28 04:00:00,https://thecse.com/en/listings/technology/new-wave-holdings-corp-wts
Newfoundland Discovery Corp. (formerly was GTG/Great Thunder Gold Corp. until 2021-09-30),NEWD,Mining,,CSE Composite,CAD,2020-06-03 04:00:00,https://thecse.com/en/listings/mining/newfoundland-discovery-corp-(formerly-was-gtg/great-thunder-gold-corp-until-2021-09-30)
Newlox Gold Ventures Corp.,LUX,CleanTech,,CSE Composite,CAD,2015-09-02 04:00:00,https://thecse.com/en/listings/cleantech/newlox-gold-ventures-corp
Nexco Resources Inc.,NXU,Mining,,,CAD,2017-05-09 04:00:00,https://thecse.com/en/listings/mining/nexco-resources-inc
NexTech AR Solutions Corp,NTAR,Technology,,CSE Composite,CAD,2018-10-31 04:00:00,https://thecse.com/en/listings/technology/nextech-ar-solutions-corp
Nextleaf Solutions Ltd.,OILS,Life Sciences,"Cannabis, US Cannabis",CSE Composite,CAD,2019-03-21 04:00:00,https://thecse.com/en/listings/life-sciences/nextleaf-solutions-ltd
Nine Mile Metals Ltd. (formerly was SG/Stevens Gold Nevada Inc. until 2022-01-21),NINE,Mining,,CSE Composite,CAD,2020-02-21 05:00:00,https://thecse.com/en/listings/mining/nine-mile-metals-ltd-(formerly-was-sg/stevens-gold-nevada-inc-until-2022-01-21)
Nirvana Life Sciences Inc.,NIRV,Life Sciences,,,CAD,2022-03-17 04:00:00,https://thecse.com/en/listings/life-sciences/nirvana-life-sciences-inc
Norsemont Mining Inc.,NOM,Mining,,CSE Composite,CAD,2016-02-29 05:00:00,https://thecse.com/en/listings/mining/norsemont-mining-inc
North Bud Farms Inc.,NBUD,Life Sciences,Cannabis,,CAD,2018-09-20 04:00:00,https://thecse.com/en/listings/life-sciences/north-bud-farms-inc
North Valley Resources Ltd.,NVR,Mining,,,CAD,2021-08-09 04:00:00,https://thecse.com/en/listings/mining/north-valley-resources-ltd
